"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCE1",2810.08758595587,-1.44005795274298,0.305906209596133,-4.70751461581703,2.50755307103892e-06,0.000349040485083961
"ABCF1",995.958835277743,-0.250744191057723,0.3058419633044,-0.81984887995295,0.412302261925081,0.561158759295631
"ABCF2",1938.71265246383,-0.637054951670597,0.330723550812239,-1.92624610526231,0.0540736514158177,0.138798793351566
"ABCF3",528.479879898145,-0.236274872505513,0.313702288512887,-0.753181857950669,0.451340639684455,0.5956348993102
"ABCG1",55.7731438021129,-0.521236513613827,0.412610150372303,-1.26326633783369,0.20649347940958,0.348629597537123
"ABCG2",34.6911547142568,-0.960033480137911,0.451322903126762,-2.12715435774875,0.0334072600329123,0.100077686618491
"ABCG4",26.6055557034924,0.0735453625783676,0.471085078358138,0.156119066294126,0.875939169904912,NA
"ABHD1",33.3567352685122,0.267499021771218,0.449629735332368,0.5949317866477,0.551889068661421,NA
"ABHD10",2339.5732752775,-1.24150740581117,0.309077299721939,-4.01681846880405,5.89891286316259e-05,0.00267877582005887
"ABHD11",385.22991219594,-0.221092113410288,0.35481856636478,-0.623113146742691,0.533210171036214,0.666510970923356
"ABHD12",397.563864435487,-0.635542558935013,0.324837963507745,-1.95649102116065,0.0504073391389902,0.132545511988811
"ABHD12B",105.824897707462,1.12723725620895,0.408858801160602,2.75703312001388,0.00583284432052581,0.0326038430242923
"ABHD13",198.26618370296,-0.827808802872552,0.350802076665044,-2.35976026921576,0.0182867481494464,0.0668131517266222
"ABHD14A",66.4683958446211,-0.379526729229,0.392048058452966,-0.968061749181017,0.333013531707216,0.485327334362423
"ABHD14B",523.105998350482,-0.555347020666276,0.311181168331727,-1.78464212228377,0.0743193844263201,0.173864456880427
"ABHD15",228.98654328979,-0.108317927319516,0.324872098130052,-0.333417144602412,0.738819423312731,0.826894033817762
"ABHD16A",47.8225885356472,-0.142570340518825,0.431888985876659,-0.330108766792078,0.741317779258498,0.828893345078523
"ABHD17A",543.243544881507,-0.306492557307667,0.317066793960233,-0.966649813685971,0.333719123428464,0.486023779668476
"ABHD17B",341.590702238476,-0.813601350305803,0.31822686755298,-2.55667083223371,0.0105679166281456,0.0469116609759316
"ABHD17C",157.194806873719,-0.118815786113458,0.354335203186356,-0.335320298533729,0.737383483199129,0.826017170973666
"ABHD2",1003.09029755982,-1.01004800064583,0.339075436970601,-2.97882975443428,0.00289351496695955,0.0211860221079954
"ABHD3",428.742056812134,-0.705315882548739,0.318092480986512,-2.21732962804187,0.0266005746874743,0.0857404881570088
"ABHD4",184.431318927828,-0.485678551417152,0.357557724473318,-1.35832207829535,0.174361507564075,0.310707027433391
"ABHD5",294.91409630122,-0.73347743630245,0.335638898417154,-2.18531713624812,0.0288656017973395,0.0909155377297708
"ABHD6",215.505534823415,-0.627854700338568,0.362971718685658,-1.72976203934584,0.083672799278213,0.188414606568805
"ABHD8",83.2774148296591,-0.265587534208285,0.397479156075461,-0.668179777854474,0.50401884218169,0.642491070374152
"ABI1",694.956822963161,-1.15098501251313,0.308733071097658,-3.72809109312768,0.000192935644383718,0.00498131827011671
"ABI2",510.685328301671,-0.355601719985213,0.321793642816761,-1.10506135818135,0.269133002969205,0.420922964829463
"ABI3BP",23.9055185187653,0.441926575015814,0.466702294386188,0.946913225693567,0.343682997989279,NA
"ABL1",901.683512580311,-0.083133661856885,0.308142978627055,-0.269789245976951,0.787322396622707,0.861895248003966
"ABL2",1301.04653611375,-0.212193509240557,0.499568412457858,-0.424753655253288,0.671016265454247,0.775474622814465
"ABLIM1",3094.97713276849,-0.820325140184789,0.304948573334335,-2.69004419733885,0.00714425564320148,0.0372513590255856
"ABLIM2",55.4665458989302,-0.158001802000099,0.409418064483643,-0.385918003396774,0.699557396769707,0.797888525203355
"ABLIM3",259.724641923447,-0.54678026725335,0.387488381136411,-1.41108816127538,0.158218620331747,0.291071347790311
"ABR",896.141731406641,-0.0314639682248497,0.339310998478141,-0.0927289960124197,0.926118860764507,0.953059959092757
"ABRACL",250.819209307565,-0.890152160313861,0.342499581379422,-2.59898758628773,0.0093499154410834,0.0434925598033106
"ABT1",658.305930863184,-0.529047596219947,0.331356892259409,-1.59660960305534,0.110352756983075,0.22743270215581
"ABTB1",40.6063209870886,0.951035857377598,0.433422227414107,2.1942480039653,0.0282175852411989,0.089554992961287
"ABTB2",305.191132722934,1.15950424267273,0.329368178675786,3.52038939321486,0.000430913673310562,0.00760414820055387
"AC000068.5",23.5237352739471,0.396840350848218,0.470093237361269,0.844173707062379,0.398572344796083,NA
"AC000123.2",117.607758016762,-0.0671093134235885,0.389855748512512,-0.172138832580109,0.863328384415423,0.912500522590571
"AC002066.1",19.4478743846399,-0.290706707736903,0.480038210740974,-0.605590765968768,0.544786535633751,NA
"AC002128.5",25.5853302284292,0.955208524471138,0.480243933013414,1.98900695835435,0.0467004349283107,NA
"AC002310.12",21.3265020805076,-0.365135209260843,0.471987757740249,-0.773611610201528,0.439160504187894,NA
"AC002310.14",37.0428191117039,0.334729062123037,0.439390494544047,0.761803148405346,0.44617750103783,0.591607897938543
"AC002467.7",18.23567912078,0.297567859368735,0.482847996759043,0.616276470785964,0.537712065328326,NA
"AC002543.2",15.9792348723407,-0.450675069092892,0.496675198405725,-0.907383880933678,0.364203830418721,NA
"AC003104.1",11.7436496232664,0.239444402533411,0.503423254540879,0.475632383632703,0.634336300239243,NA
"AC003989.4",12.5473528208014,-0.0305417862845818,0.503745636999625,-0.0606293812617269,0.951654373697309,NA
"AC003991.3",12.5584942967697,0.278835153399352,0.50369886837467,0.553575103908997,0.579869668190293,NA
"AC004019.13",14.8728178970089,0.584391805228998,0.493041310867061,1.18527959493148,0.235906918523017,NA
"AC004076.5",15.9747402652289,-0.266893249152643,0.489486214105716,-0.545251820095185,0.585580335719584,NA
"AC004156.3",38.174467140627,0.471791608367416,0.447375242388824,1.05457692707405,0.291618860807666,0.442743214813945
"AC004237.1",60.5306734183797,0.0754138856506913,0.415957453433341,0.181301921694683,0.856130597731455,0.908109702190757
"AC004257.1",16.6201009880927,-0.170364053097921,0.487913174298751,-0.349168790825899,0.726962594763301,NA
"AC004381.6",110.253447822688,-0.373438026375651,0.373664770761432,-0.999393187681785,0.317604258594228,0.469549773211462
"AC004471.9",18.944146285658,0.706913352894442,0.481086069559162,1.46941139564115,0.141721238283602,NA
"AC004702.2",22.9784532561149,0.0824006742308766,0.46756166137941,0.176234882021286,0.860109417748583,NA
"AC004791.2",27.8107884181978,-0.436923888384512,0.472219582702589,-0.92525575894995,0.354832885616556,NA
"AC004893.11",34.8252963607585,0.164270251664023,0.44406310436316,0.369925467912057,0.711438024772785,0.806163348061375
"AC004951.6",46.9938623070101,-0.159431885049424,0.418669149927884,-0.380806383935588,0.703346921866252,0.800326622808666
"AC004967.7",27.0045746596352,-0.0117722737382845,0.467628767992717,-0.025174400173917,0.979915856185272,NA
"AC004980.7",100.773722640231,0.639863814315344,0.371019467890487,1.72460981078279,0.0845978141932385,0.189923532071829
"AC005042.2",16.4602336446607,-0.315784828800775,0.488353004076702,-0.646632305247737,0.517869944789308,NA
"AC005042.4",17.7017337988069,-0.330825831126098,0.485517908404324,-0.681387494466212,0.495626333693981,NA
"AC005076.5",16.1481062869244,0.191117439446727,0.489109525317776,0.39074569100358,0.695985221935413,NA
"AC005154.6",243.606889717818,-0.272921168862623,0.345266060269446,-0.790466252749069,0.429255523349642,0.576516603089033
"AC005224.2",20.4156638002967,-0.103410664842425,0.479031913809062,-0.21587427029683,0.829085753556266,NA
"AC005253.2",39.6432921903059,0.543386093267272,0.434694328470651,1.25004182865468,0.211284267802128,0.35462145487259
"AC005256.1",68.6211908886112,0.14214813183254,0.386465707785781,0.36781564047937,0.71301070592474,0.807404466521103
"AC005329.7",12.0241891345444,-0.167607644600077,0.501370091019247,-0.334299248404195,0.738153757535199,NA
"AC005336.4",48.7971708848764,-0.749103978323517,0.424082274886534,-1.76641190326557,0.0773267695441376,0.178615911035755
"AC005355.2",15.3270945318634,1.29800381195959,0.495031773252167,2.62206161724167,0.00873996277947813,NA
"AC005477.1",11.168897581426,0.520623430449234,0.503646926648565,1.03370715257539,0.30127308829456,NA
"AC005540.3",21.9889657659389,1.46185633083337,0.481932450053789,3.0333220572099,0.00241877312146219,NA
"AC005562.1",17.0358180200354,-1.01661663351386,0.49245430031638,-2.06438776727248,0.0389809653746312,NA
"AC005592.1",13.8865170017712,-0.568412265683892,0.502406890546198,-1.1313783237844,0.257895890903675,NA
"AC005592.2",40.4568513748935,0.100510220018219,0.435501855567603,0.230791714738439,0.817476618175178,0.883128528121422
"AC005614.3",10.2934682885648,0.413203404515655,0.503739558702792,0.820271899192746,0.41206112214015,NA
"AC005624.2",11.5936991970514,0.213836225391741,0.501491435385207,0.426400553037339,0.669815998485032,NA
"AC005682.5",130.701451767065,0.517248478376254,0.359773123574503,1.43770738969372,0.150517095498826,0.281883873202394
"AC005775.2",12.111574349569,0.258982456070997,0.502200514266774,0.515695322313873,0.606067222185958,NA
"AC005785.2",13.579655141156,0.124310820768574,0.499249917015105,0.248995175626265,0.803364513210152,NA
"AC006014.8",12.3873783329209,-0.374649148203776,0.502549252957553,-0.745497373638361,0.455971098271883,NA
"AC006077.3",31.2892238739462,0.554705199849199,0.454731056080942,1.21985334502964,0.222520474761722,NA
"AC006116.17",11.3738514495797,0.964404228143281,0.502903672754374,1.91767187314679,0.055152630348417,NA
"AC006159.5",12.0324223156867,0.0276906820666745,0.501388982357044,0.055227942856861,0.95595686772162,NA
"AC006273.4",11.9753752974211,0.0979207272020691,0.50028611985479,0.195729450240376,0.844821932270618,NA
"AC006277.3",36.6131118392096,0.251742532332139,0.444031495470611,0.566947468591901,0.570749872320236,0.696960318959945
"AC006486.10",83.3621920607548,1.41971264627249,0.385221455482791,3.68544541345235,0.000228303012512122,0.00543429066585546
"AC006538.1",43.4407801727595,-0.0352853115612474,0.421032442499279,-0.0838066334076093,0.933210173880429,0.957127141335317
"AC006547.13",27.6787010962913,-0.460288267858259,0.455213997942647,-1.01114699885888,0.311946078675047,NA
"AC006548.28",1206.68222119503,0.393838311009894,0.34481053052577,1.14218759621223,0.253376050677299,0.402822309742209
"AC006946.16",21.2613653781251,-0.354084462830568,0.474417846226364,-0.746355698140454,0.455452573568321,NA
"AC006978.6",12.0450199228741,-0.102014081958202,0.499935894992105,-0.204054325724727,0.838311046105889,NA
"AC007038.7",32.8232240329145,0.187608339468002,0.444826708146524,0.421756014268381,0.673203114363413,NA
"AC007040.11",37.6432983914439,-0.279023908476626,0.436461481345584,-0.639286444284643,0.522636605361173,0.658294911798484
"AC007126.1",27.5882348898076,0.567669555232562,0.46714602568366,1.21518652417472,0.22429495892817,NA
"AC007128.1",21.6409733245803,-0.808255127498122,0.482709629047504,-1.6744126880025,0.0940495209122558,NA
"AC007191.4",16.9279843801911,-0.205493555642706,0.486950759563911,-0.42200068817376,0.673024515143755,NA
"AC007246.3",47.4396151713724,-0.157628763873327,0.413309900296254,-0.38138153419587,0.702920161069354,0.800295669115593
"AC007250.4",14.0508804932843,0.294527527701156,0.494639925429291,0.595438242162801,0.551550569189747,NA
"AC007255.8",10.4748055882998,-0.0905399341576697,0.502646837338531,-0.180126338080769,0.857053385977773,NA
"AC007285.6",24.1634343068606,0.571682765426895,0.471354109806154,1.21285198014291,0.225186417760477,NA
"AC007292.3",10.9121222442517,0.255160230714423,0.502442912965098,0.507839247266182,0.61156608327633,NA
"AC007365.3",13.0259481765422,0.748478712985133,0.503742985354143,1.48583451233358,0.137322898948736,NA
"AC007383.3",15.2499727583494,0.577534669729793,0.495154346519134,1.16637301841291,0.243463662593166,NA
"AC007386.2",15.3472272763852,0.330390801285135,0.495186636312305,0.667204599351837,0.504641453682399,NA
"AC007389.3",38.1128763600745,-0.188859618486696,0.437528957150788,-0.431650557980345,0.665995406942143,0.771540865045006
"AC007405.4",26.7665501818868,0.106855869766546,0.473949464843701,0.225458361476967,0.821622714211796,NA
"AC007405.6",23.4616621384054,-0.022862964342157,0.502053113732724,-0.045538935456794,0.963677741068299,NA
"AC007743.1",38.4673249313713,0.380674614139223,0.463838302059501,0.820705432149478,0.411814075872468,0.560673086925667
"AC007773.2",40.0545951276679,0.239423844845172,0.456162824739845,0.524864876881886,0.599677127337925,0.720738178572451
"AC007950.2",24.3805875350427,1.6240124619557,0.48254941744141,3.36548424525429,0.000764094306000324,NA
"AC007952.5",10.6174602570254,0.216460743386114,0.503221267750308,0.430150228653529,0.667086364312007,NA
"AC008079.10",76.9564704519988,-0.170852254376485,0.384994201042454,-0.443778773586371,0.65720253633642,0.764894636037826
"AC008268.2",21.0522746887819,-0.0817187541930822,0.473124832376115,-0.172721338219929,0.862870470396927,NA
"AC008440.10",12.0206186351269,0.415749145996792,0.503153918624169,0.826286213041174,0.408641752463155,NA
"AC008697.1",14.3784409068327,0.306184882587901,0.49557559785752,0.617836882832012,0.53668286817882,NA
"AC008746.12",10.5926381988616,0.235992841736377,0.502777124097864,0.469378638019422,0.638799014837088,NA
"AC008937.3",14.5340776005854,1.07651980976644,0.499091046562334,2.15696077335257,0.0310087209814473,NA
"AC008982.2",23.223760175394,-0.260108957535575,0.467803569673043,-0.556021745873743,0.578195989041463,NA
"AC008985.1",17.8326919314212,0.392374379855225,0.487484223809432,0.804896570373141,0.42087936768141,NA
"AC008993.2",173.475137443385,-0.371511198787575,0.354900699806051,-1.04680322972201,0.295190340499949,0.446305490016806
"AC009005.2",22.7493507960177,-0.0986149506435246,0.470751696940775,-0.209484004591769,0.834070420871384,NA
"AC009120.6",37.679009743133,-0.725862271212412,0.440565660277146,-1.64756887941696,0.0994411709319242,0.2113004809342
"AC009133.17",19.4507231492232,0.300014404030494,0.484806718875695,0.618833016023894,0.536026369591169,NA
"AC009237.8",96.9518385054108,0.00896090008865824,0.386810619365072,0.0231661170610234,0.981517766018318,0.987843171300737
"AC009299.2",19.4587882557525,-0.334142810596622,0.48244938060689,-0.692596620553835,0.488562731725933,NA
"AC009299.3",146.217880621171,-0.836057275070133,0.368048419428841,-2.27159588504028,0.0231109296628899,0.0781924875199389
"AC009299.4",17.7373600159446,1.98335507969862,0.494882848606703,4.00772644532453,6.13060707952383e-05,NA
"AC009303.1",23.7206127739426,0.60877670383698,0.477377758983497,1.27525150131266,0.202220237750386,NA
"AC009403.2",42.9219389103418,0.039712763362355,0.452878995218555,0.0876895678131198,0.930123411361207,0.954955536430018
"AC009404.2",52.1195719130736,-0.537412385811767,0.432279352284164,-1.24320623451497,0.213791845885944,0.357510887753382
"AC009502.1",12.1677448743461,0.652944936673003,0.500739250349171,1.30396196467063,0.192246551100447,NA
"AC009502.4",120.625863436737,0.784023578989019,0.354881183898874,2.20925654715025,0.0271568017229638,0.0870513148596433
"AC009948.5",175.601941328784,-1.06502536189824,0.347000810258964,-3.0692301873976,0.00214611162826485,0.017834591506528
"AC009950.2",21.1373523700469,0.216054493562122,0.477086712487821,0.452862106419778,0.650648038743102,NA
"AC009961.3",19.7386768240679,0.565255174769013,0.487582245959335,1.15930220891627,0.246333021690812,NA
"AC009967.3",10.4404873833356,0.395490324264538,0.503139651260948,0.786044835212999,0.431841220834975,NA
"AC010148.1",13.7771697547949,0.570336572488306,0.498009980692528,1.14523120941311,0.252113393299863,NA
"AC010226.4",12.4210210173349,-0.0773222520013266,0.503004255181951,-0.153720870558753,0.877829828049034,NA
"AC010240.2",28.8744258892069,-0.175072883677627,0.466192779168857,-0.375537527607682,0.70726074220393,NA
"AC010287.1",16.3894465139568,0.589506209008997,0.488698728768683,1.20627735311346,0.227710566797416,NA
"AC010642.1",30.1929022655119,0.502679236441328,0.46042405558482,1.09177448559424,0.274932236304062,NA
"AC010761.8",89.1188554873735,0.297746097588036,0.369887641735496,0.804963626767916,0.420840669740432,0.569210563656102
"AC010976.2",30.7951128955324,0.176085068202047,0.44894560568009,0.392219159680387,0.694896288637431,NA
"AC011043.1",34.9757905854877,-0.702248210593341,0.438290909972547,-1.60224224280017,0.109102052137136,0.225749051489443
"AC011288.2",13.3160643471517,0.0412871078610872,0.501726093286781,0.0822901348235998,0.934415999084915,NA
"AC011290.5",11.5131161228982,-0.460058160847052,0.503645158674873,-0.913456930783368,0.36100227534611,NA
"AC011747.4",98.709701745912,0.264846504632423,0.365843207054397,0.723934460242807,0.46910597264945,0.611020794137731
"AC012146.7",48.672895460335,-0.211513002978291,0.425285396569911,-0.497343677173549,0.618946716223478,0.735315035319472
"AC012314.8",34.8352132779756,0.228050543783205,0.438928738620549,0.519561659370754,0.60336912676077,0.723004120641753
"AC012358.4",16.4788640436794,-0.106759307348885,0.487735308394137,-0.218887797359574,0.826737452283022,NA
"AC012358.7",10.2280676287497,0.0174030683056152,0.503110779888095,0.0345909270906223,0.9724059363047,NA
"AC012358.8",44.8657908706739,0.36731401636355,0.418187384334613,0.878347913215965,0.379754941615789,0.531084610934999
"AC012360.6",32.4744463588668,0.240376371745655,0.455136467919321,0.528141312966082,0.597401258601816,NA
"AC012501.3",10.2745851937424,0.696206972660641,0.503739393083684,1.38207768187187,0.166947850374386,NA
"AC012513.4",11.9438700178238,-0.466104169498705,0.502016426655962,-0.928463979960822,0.353166943899443,NA
"AC012531.25",20.8442285675402,0.6416144933701,0.481311776161067,1.33305380243884,0.182514148305547,NA
"AC012613.2",11.7821159110489,-0.0565849030630759,0.503657209465802,-0.112348045455543,0.910547448144539,NA
"AC013448.1",24.6583166886443,0.1350669263583,0.465166414626437,0.290362593066331,0.771538857929905,NA
"AC015849.13",40.6754494726658,0.112457540616719,0.445959219370247,0.25217000957066,0.800909658039487,0.871680863387934
"AC015849.16",25.1065717932964,0.886126494221399,0.468320096800738,1.89213851866457,0.0584725273672759,NA
"AC015849.19",16.345343627172,0.215552115337887,0.491492068463127,0.438566823696482,0.660975440580901,NA
"AC015969.3",13.7021161351954,0.464541575079259,0.495813805542943,0.936927471332834,0.348795867121597,NA
"AC015971.2",14.9385783970761,0.598414464920063,0.498246427239231,1.2010411559514,0.229735237076138,NA
"AC016549.1",10.0535591018034,0.400012697695761,0.503367833637657,0.79467274419387,0.426803890964206,NA
"AC016722.4",15.9199874647641,-0.250593273418871,0.492534932824721,-0.50878274152394,0.610904517863008,NA
"AC016747.3",31.0909286496384,0.184647845555058,0.445671658441687,0.414313636637089,0.678644428261208,NA
"AC016831.7",113.682115479603,0.739547154425814,0.361295189834976,2.0469332978488,0.0406646341797005,0.114700289459467
"AC016907.3",29.7089721617477,0.385452552900112,0.460059325041012,0.837832279273443,0.402124906983284,NA
"AC016999.2",15.5121325120826,0.263821040704769,0.495967182187062,0.531932454767268,0.594772778139766,NA
"AC017002.1",11.6334263961622,0.0825028933285821,0.503082693136051,0.163994696009688,0.869735319254195,NA
"AC017002.2",30.9237389167997,0.158497612910771,0.473394655942615,0.334810735442657,0.737767861744326,NA
"AC017104.2",21.5890687753383,1.0822726350134,0.480676001969092,2.25156369483783,0.0243498575042359,NA
"AC021218.2",78.9739388286699,0.463606238879773,0.445300933484778,1.04110771844052,0.297825557740911,0.448933188282376
"AC022007.5",21.2252696085963,-0.0933302624548951,0.477062958318047,-0.195635106074771,0.844895780519887,NA
"AC022182.3",22.0160728346046,0.130310799075768,0.470551326768659,0.2769321679967,0.781832191700021,NA
"AC022819.3",19.0813806986083,0.0158401152866039,0.478693276725032,0.0330903232963154,0.973602559416486,NA
"AC023137.2",9.68103056961069,1.72638292997302,0.501805638943709,3.44034182957175,0.000580979908141836,NA
"AC024560.3",131.860892760272,-0.148533766139365,0.3493467202882,-0.425175785296709,0.670708534904725,0.775188943861905
"AC025171.1",22.5713543365147,0.0422894677646818,0.489665019594492,0.0863640776294439,0.931177002100408,NA
"AC025335.1",22.101655907477,-0.23773332765045,0.480590836481791,-0.49466887340341,0.620833876746715,NA
"AC027119.1",33.7199132052597,-0.252621245467656,0.451075590476011,-0.560041932663812,0.575450836117081,NA
"AC027601.1",19.578304602389,-0.16464237946706,0.479966207234323,-0.343029107019363,0.731576562960922,NA
"AC027612.6",58.0935443541375,-0.257861946342531,0.399545723562108,-0.645387827064172,0.518675889947576,0.654851961615761
"AC034220.3",34.9481648092559,0.562193467237111,0.453288254780895,1.2402559768703,0.214880729841999,0.358582567938056
"AC058791.1",317.884678748281,0.071948251644623,0.323621759469699,0.222322045843025,0.824063191408007,0.887233205403262
"AC061992.2",15.2553704908671,0.085320633375819,0.492576020382096,0.173213128218534,0.862483904790352,NA
"AC062017.1",17.5488003182822,0.218648329324583,0.488007378320051,0.448043080982243,0.654122105287862,NA
"AC062029.1",45.0065203691499,1.01974541667777,0.449916520591155,2.26652138787414,0.023419479158225,0.0788199343233191
"AC064850.4",20.4468918065028,-0.0170147102200625,0.483452180387865,-0.0351941948144941,0.971924891232208,NA
"AC067956.1",12.2077247692606,0.00751771463672863,0.502878372597403,0.0149493695620655,0.988072573098497,NA
"AC068138.1",16.6227929396919,0.336102710903504,0.488199884758346,0.688453073006912,0.491167511957024,NA
"AC068282.3",12.2803140421166,-0.0693019085237672,0.499510588439946,-0.138739618593889,0.889655909725809,NA
"AC068491.2",12.0195720126956,0.648502137170299,0.503320208614774,1.28844843912604,0.197589906267675,NA
"AC068580.6",14.8437902801138,0.289319871887669,0.496981899416289,0.582153740865569,0.560463129238014,NA
"AC068831.10",14.9090208109861,0.388471743671287,0.497095519709411,0.781483091817801,0.434518417460066,NA
