"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CCDC17",18.4789424637321,0.173982798557712,0.486784104659379,0.357412653561181,0.72078290534347,NA
"CCDC171",175.565725575467,-0.250037109797655,0.388890625643738,-0.642949696675674,0.520256740959118,0.656222654132795
"CCDC174",272.757348221954,-0.5433476946616,0.352524040217293,-1.5413067838627,0.123242138619633,0.244954031842777
"CCDC176",62.372836810528,-0.783141309183109,0.408076941864826,-1.91910208306384,0.0549714159078477,0.140427678459186
"CCDC18",353.977479438018,-0.732010017863191,0.320562920762378,-2.28351431326583,0.0224000907165857,0.0768127558888623
"CCDC180",33.2136982362766,-0.57752611239928,0.445112368650036,-1.29748385593246,0.194464756341279,NA
"CCDC183-AS1",15.7574394313617,-0.177300335076837,0.494330748678977,-0.358667421661802,0.719843902685347,NA
"CCDC186",547.688614545819,-0.918179784115472,0.354513619803563,-2.5899704068471,0.0095984182865559,0.0442264876231481
"CCDC22",217.906472748669,-0.603518316174929,0.347190286106078,-1.7382926318121,0.0821592640155851,0.186283912001343
"CCDC23",87.0668613966097,-0.911806332923691,0.378711684873239,-2.40765302298208,0.0160554321425381,0.0611539704246232
"CCDC24",152.074116848741,-0.222705456008249,0.356969462363484,-0.62387817303397,0.532707595768897,0.666261692686444
"CCDC25",645.368973422231,-0.994282978644029,0.312432915721527,-3.18238869405885,0.0014606564663429,0.014278753212204
"CCDC28A",98.6348660096208,-0.89559881366103,0.386920529985322,-2.3146841386137,0.0206302244371199,0.0726796847707725
"CCDC28B",20.6762602783624,-0.133148102889337,0.474466992182231,-0.280626692864228,0.778996740450009,NA
"CCDC3",154.068932339363,-0.533020866498102,0.348354736756698,-1.53010942655957,0.125989645322757,0.248985092284449
"CCDC30",61.1001040281555,0.194460613558883,0.411576415965642,0.472477542481726,0.636585967718337,0.749206865416876
"CCDC34",214.379257895092,-0.735821458569396,0.352353075775166,-2.08830718151278,0.0367701340643975,0.106964676617562
"CCDC36",15.3236086536366,0.349032584875378,0.492075137045599,0.709307499198104,0.47813367572581,NA
"CCDC39",31.8488836312207,-0.560579461127863,0.466444600076562,-1.20181359380267,0.229435757463495,NA
"CCDC40",68.2006178683352,0.274143180140248,0.391812180342734,0.69968008626083,0.484127115461492,0.624870226659609
"CCDC43",413.024296733525,-1.06705104609629,0.322802069359825,-3.30558923681143,0.000947769186042045,0.0115088547555198
"CCDC47",1676.88844182327,-0.937076634189839,0.322506509766574,-2.90560533140271,0.00366543456358415,0.0243583195389063
"CCDC50",1052.4436101465,-0.878875785223427,0.349057194044341,-2.51785609985676,0.0118071548717307,0.0500504552424306
"CCDC51",432.038270949377,-0.612110440777726,0.327889093696045,-1.86682159469798,0.0619265058065641,0.152623332055208
"CCDC53",61.1390035157522,-0.703430895049647,0.396981153835758,-1.77195035142821,0.0764027991182835,0.177088551223301
"CCDC57",960.821147632639,0.258621047719362,0.306657556114297,0.84335455808227,0.399030178330374,0.548952751036453
"CCDC58",352.524052491496,-0.61930594163779,0.317887982975883,-1.94818922011523,0.0513923262065548,0.134250357824333
"CCDC59",578.390438729889,-0.782779451014429,0.328600725203849,-2.38215984011851,0.0172114249464036,0.0641098044978606
"CCDC6",1232.25415408549,-0.694375040791463,0.325753133825943,-2.13159895849991,0.0330398294523176,0.0992408041722151
"CCDC61",32.4648087693709,-0.00939724204653486,0.456075830369699,-0.0206045605155559,0.983561102474015,NA
"CCDC62",68.0030407835625,-0.338728516600749,0.416357760481097,-0.813551586523456,0.415901882299541,0.564498092710962
"CCDC64",237.150549562984,-0.131963336324023,0.323561340156581,-0.407846426461709,0.683386426539602,0.785550984048846
"CCDC64B",191.906406894115,0.212120079305714,0.370294213242869,0.572842004329646,0.566751675597621,0.6937056321055
"CCDC65",23.2158406202199,-0.131269999682751,0.474980609214204,-0.276369176206836,0.782264528918977,NA
"CCDC66",254.30095626289,-0.51174347826301,0.325776988285627,-1.57083985875127,0.116219851075243,0.235716093264106
"CCDC68",217.159280808641,-1.03397992651038,0.408724384362012,-2.52977303550007,0.011413633151088,0.049146935485149
"CCDC69",155.046075804717,-0.377723158906781,0.357722014581582,-1.0559125340625,0.291008177152609,0.442332429271966
"CCDC7",85.102720765333,-0.19414510035137,0.395273644291197,-0.491166317702537,0.623308819546769,0.738699748683603
"CCDC71",367.017177448546,-0.355939162394849,0.330898834151304,-1.07567366717314,0.282073228281458,0.433276929515695
"CCDC71L",358.20340795422,-0.250691532994229,0.345404974452976,-0.725790163825099,0.467967417771485,0.610077445992226
"CCDC74A",65.6395983107519,0.0462480472276473,0.416967685367521,0.11091518323988,0.91168360540869,0.944810249321331
"CCDC74B",30.5183273285734,0.213659789323562,0.459442724482779,0.465041185632206,0.64190196291333,NA
"CCDC77",213.71747482885,-0.744444636008663,0.332372149553266,-2.23979246458903,0.0251043993131544,0.0826630384151188
"CCDC78",165.843061975285,0.297457763639115,0.345264798811173,0.861535159863767,0.388943365064756,0.54039370001294
"CCDC79",10.9617166920439,0.246305466182832,0.502917495009405,0.489753227173427,0.624308531948488,NA
"CCDC80",42.3356333160549,1.27104396422128,0.438748979789057,2.89697303645554,0.00376782137283082,0.0246833285360368
"CCDC81",12.9411098751222,-0.146185602798562,0.500097927331925,-0.292313954545818,0.770046590346972,NA
"CCDC82",161.209843249575,-0.498396928551426,0.352171841430042,-1.41520947991644,0.157007085842567,0.289591349747936
"CCDC84",310.30454637649,-0.212544152253819,0.320070338920175,-0.664054510551907,0.506655423298355,0.644632821734598
"CCDC85B",935.496279153559,0.0795528923319168,0.298494523711895,0.266513741500667,0.789843577809058,0.863695402392861
"CCDC85C",861.207341120958,-0.205145535439616,0.306139521953797,-0.670104709546703,0.502791042889537,0.641564577046972
"CCDC86",344.872168745991,1.08366915378968,0.327378737551607,3.31013908201309,0.00093249623949239,0.0114273175530522
"CCDC87",18.8756308494972,0.131333624879734,0.483939002835412,0.27138466647707,0.786095194064089,NA
"CCDC88A",533.406214488474,-0.656429258048228,0.318026104752136,-2.06407350918516,0.0390107472255774,0.111636118205753
"CCDC88B",184.799445141317,0.0344209653043771,0.332438412026771,0.103540878728554,0.91753370728869,0.947957777776439
"CCDC88C",219.663139565677,-0.220247136332576,0.335639188479363,-0.656202088112598,0.511694105536118,0.649366238776685
"CCDC9",133.11812217158,0.194485848926617,0.406493173270307,0.478448007778202,0.63233137118368,0.746050814389
"CCDC90B",538.854670485217,-0.406674284890643,0.333112427104166,-1.22083192280147,0.222149664369742,0.36797938195821
"CCDC91",223.700135545954,-1.03945462741803,0.362071595386722,-2.87085383294928,0.00409364765396595,0.0259521048795485
"CCDC92",69.1861345576049,0.458735255312131,0.424105954652921,1.08165247452739,0.27940697828448,0.4306795575242
"CCDC93",575.646454200174,-0.677327581651664,0.335461829257165,-2.01908987127243,0.0434778794175207,0.119470593943641
"CCDC94",373.247151151417,-0.502112160408306,0.34298864839223,-1.4639322985235,0.143212447374901,0.271954193549069
"CCDC97",327.10941970624,0.0602248990504935,0.326778798395603,0.184298673433472,0.853779154549586,0.906892489479263
"CCHCR1",435.994674741083,-0.2599988460235,0.320325034662877,-0.811671951576101,0.416979892823369,0.565661494438143
"CCL16",11.8300399387251,0.0559104712151234,0.501709884933692,0.111439843810358,0.911267566021158,NA
"CCL20",65.8329415237469,0.757350935661398,0.421777494177252,1.79561722974038,0.0725554137515629,0.170704506430739
"CCL22",17.2400271167367,0.570202818295719,0.489577872805711,1.16468257649791,0.244147504273011,NA
"CCL28",18.5557869638549,0.353695054144851,0.485862250987519,0.727973933817585,0.466629542770939,NA
"CCM2",260.238163950065,-0.144871131868331,0.327589194634095,-0.44223415863929,0.658319770190277,0.765750625197952
"CCM2L",21.8175474377507,1.27289254212288,0.477894161865237,2.66354486766428,0.00773220996083645,NA
"CCNA2",2101.75511263138,-0.819202575087938,0.353784830617865,-2.3155390061729,0.0205834524461969,0.0725906562556566
"CCNB1",3116.79496096533,-0.940226674514694,0.336505701933616,-2.7940883887316,0.00520462508866077,0.030239891289364
"CCNB1IP1",777.325889042294,-0.693885414307302,0.324973835114542,-2.13520394361205,0.0327443549298728,0.0986181112963197
"CCNB2",1021.857297336,-1.05323672357776,0.303114452980877,-3.47471627703681,0.000511393931092325,0.0082682130180583
"CCNB3",39.2528555072893,-0.60724450877963,0.429570550883851,-1.41360832936571,0.157476934305526,0.29008193623656
"CCNC",1084.72659508316,-1.20478989658729,0.311653307574055,-3.86580173323208,0.000110724862986901,0.0037118916110216
"CCND1",10063.151610878,-0.689261586676784,0.343406193688802,-2.0071320766608,0.0447356015732307,0.121864308391149
"CCND3",349.996272094739,-0.257948949910736,0.313472214502623,-0.822876599509837,0.410578171084442,0.5594662756871
"CCNDBP1",469.236009089255,-0.988105746760301,0.346554791940114,-2.85122517345266,0.00435511161889022,0.0269721409522358
"CCNE1",466.529954252607,-0.702251787925379,0.309758093570424,-2.26709746250979,0.0233842725623591,0.078744120822657
"CCNE2",211.822870278657,-0.619081276017515,0.332079269376829,-1.86425752254655,0.0622855488797168,0.153095727246383
"CCNF",1171.70332832704,-0.537356362218709,0.322621330334941,-1.66559465135437,0.095794177184939,0.206487162603994
"CCNG1",1737.66726563059,-1.04251951925722,0.332403308657004,-3.136309092317,0.00171088783909043,0.0156850475563997
"CCNG2",171.92893114462,-0.116797128227808,0.34131700904421,-0.342195452124918,0.732203807548145,0.821716059894974
"CCNH",616.611564915833,-0.721375706319508,0.31130495395519,-2.31726381849788,0.0204893649684904,0.0724025407799361
"CCNI",2166.87527967417,-0.665408310674305,0.329567703865683,-2.01903373076111,0.0434837137569351,0.119470593943641
"CCNJ",311.416245104905,-0.515168087327692,0.351487444655994,-1.46567991306743,0.142735508971778,0.271358510672891
"CCNJL",76.9265683959451,-0.332193829032158,0.388678815386413,-0.854674388934474,0.392731432752362,0.543533851488895
"CCNK",140.492553746017,0.908489848926833,0.348721471584225,2.60520192461797,0.0091820128644982,0.0430871589383525
"CCNL1",1943.01695921056,0.100018349346744,0.317654143945869,0.31486555819586,0.752863733040482,0.83740547532493
"CCNL2",1452.03238244296,0.120141925723015,0.32150065141099,0.373691080238066,0.708634162285659,0.804144358194963
"CCNO",112.172733464969,0.373835592352075,0.360613977092906,1.03666417859273,0.299892391863968,0.451071408293396
"CCNT1",1976.02990368529,-1.09524007448684,0.321705545359105,-3.40447993603679,0.000662901699901954,0.00950629246242377
"CCNT2",716.486943846364,-0.750628796845642,0.318480687197923,-2.35690522853951,0.0184279492174544,0.0671716439850618
"CCNY",1259.26278933845,-1.10551016978775,0.327431410363321,-3.37631068614056,0.000734649101941527,0.0100511927344692
"CCNYL1",135.859658881183,0.653290784843088,0.351521736164057,1.85846483341842,0.0631030328399945,0.154407568726923
"CCNYL2",38.7611955596604,-0.874795656170754,0.446204164363403,-1.96052777189747,0.049934135217662,0.131521294857544
"CCP110",390.527292928526,-0.558105780180066,0.320278479727895,-1.74256409813805,0.0814097858446719,0.185174727802286
"CCPG1",91.4969918932849,-0.95272505276941,0.446591598550979,-2.13332506894586,0.0328980691205933,0.098918213937149
"CCR10",16.4097852266377,1.80795860676697,0.498953422514685,3.6235017642629,0.000290641220409162,NA
"CCR4",13.3324005283696,0.33701274158974,0.497327676575161,0.677647268518359,0.497995368035318,NA
"CCRN4L",440.349192027989,0.445836064650391,0.346672090599406,1.28604544969146,0.198427200295435,0.339079093539278
"CCS",203.839658393244,-0.153733219184414,0.330795458718842,-0.464737997854678,0.642119093687826,0.753433856859657
"CCSAP",535.400020401279,-0.918781400499285,0.319231960638423,-2.8780996697882,0.00400078713311126,0.0255914485647467
"CCSER1",129.894808544147,0.0392459919413181,0.350631495618455,0.111929454232555,0.91087934224144,0.944609169853898
"CCSER2",866.738961772468,-0.64952370686181,0.363287149251784,-1.78790719187164,0.0737909824039461,0.172786125555848
"CCT2",5628.86931537793,-1.22615299259371,0.323732727271345,-3.78754722430635,0.000152141774518039,0.00439374206522658
"CCT3",9945.56550188536,-0.873620268141071,0.328997170119974,-2.65540359457345,0.00792135718421836,0.0395481092012087
"CCT4",3541.65624986072,-1.01221666429018,0.339013314455117,-2.98577259691726,0.00282862903077811,0.0209791641282366
"CCT5",5740.96179599668,-0.892788551181661,0.321673358158352,-2.77545071277604,0.00551252540598619,0.0313191660821025
"CCT6A",5128.36314607412,-1.05235344505117,0.317307187653545,-3.31651310149392,0.000911483136508821,0.0113105165175697
"CCT6B",27.4570624682964,-0.151882054163288,0.463513743881012,-0.327675405893202,0.743157100867397,NA
"CCT6P1",43.9541228246191,-0.298607955958544,0.42533937543909,-0.702046349812506,0.482650258648962,0.623456907424554
"CCT6P3",110.408501796771,-0.582507318869157,0.376851922244658,-1.54571937805052,0.122172355195022,0.243545949661807
"CCT7",6072.03897087132,-0.986385535331342,0.326551053198801,-3.02061661007977,0.00252260551141631,0.0195918554563583
"CCT8",3333.97661851057,-1.17439854996596,0.330671277719092,-3.55155899256428,0.000382956134539994,0.00720137482954355
"CCZ1",77.7319749119215,-0.613180709512009,0.379137848924896,-1.61730281281802,0.105812932430217,0.220834487076494
"CCZ1B",64.3592213324265,-0.572462404289321,0.397052773035573,-1.44177913659359,0.149364690366638,0.280258494481343
"CD101",27.6249585656808,-0.528241749867549,0.459006136815718,-1.15083809888064,0.249798847698041,NA
"CD109",1772.92388697199,-1.14832186911066,0.319830218132005,-3.59041079925947,0.000330157205608082,0.00667395834216487
"CD151",2614.3333117398,-0.494259242062036,0.296127253129775,-1.66907718502164,0.0951020841514897,0.205618316671278
"CD160",30.0952520680076,-0.129404234071548,0.454013600211409,-0.28502281431942,0.775626663255013,NA
"CD163",12.6698138148408,0.302907088879553,0.501452237626519,0.604059701305307,0.545803950693683,NA
"CD163L1",127.201276271333,-0.631550332627345,0.36580234707241,-1.72647971693394,0.084261145247234,0.189406393897855
"CD164",2102.67559891484,-1.14418079184483,0.305153483386529,-3.74952558019968,0.000177169424912692,0.00475044771154881
"CD164L2",33.5208255952937,-0.230740916067146,0.478762493860264,-0.481952782488621,0.629839489090646,NA
"CD209",14.032607880188,0.488053004986726,0.50266233335595,0.970936098848531,0.331580100535698,NA
"CD22",95.9015147267942,-0.236873651335254,0.446384279308434,-0.530649627048322,0.595661598893921,0.717123477995257
"CD226",50.7998090211318,-0.129324222176828,0.40960947656485,-0.315725659624364,0.752210748612887,0.837126170742733
"CD24",73.2307111325618,-0.398103848053703,0.385769114776921,-1.03197439298352,0.30208411353899,0.453622087005196
"CD27-AS1",12.2078319137091,0.187153706461025,0.50176182838807,0.372993113211231,0.709153569574046,NA
"CD274",44.0699866183376,-0.350130163450996,0.470514064893638,-0.744143883414292,0.456789433130422,0.600372849552182
"CD276",688.258046642454,0.109898362876324,0.333353498344152,0.329675144920381,0.741645436209528,0.829138108263009
"CD2AP",1274.69179393031,-1.08432538383682,0.305997494816257,-3.5435760168165,0.000394739494120648,0.0073155339532692
"CD2BP2",934.773593573774,-0.520527746058169,0.30511636924726,-1.70599744399929,0.0880085554845415,0.195028614692046
"CD302",14.2652233637899,0.038704425126834,0.495376840673336,0.0781312769370191,0.937723627834269,NA
"CD320",835.304401641856,-0.250669762622663,0.35767804728042,-0.700825126195507,0.483412155490803,0.624175848277397
"CD33",19.6075982310465,-0.265735042171165,0.478598468306014,-0.555235880949905,0.578733329484332,NA
"CD34",22.3644640364826,0.177417203525959,0.483546264488703,0.366908435769963,0.713687318815393,NA
"CD36",12.4686923492074,0.513099589226637,0.502132363359755,1.02184130453871,0.306856016498223,NA
"CD37",29.4550363818578,-0.22634552408798,0.44896269972138,-0.504152180634265,0.614154440986588,NA
"CD3EAP",198.313268758381,-0.533202116277993,0.341822325745234,-1.55988089752627,0.118788029456672,0.238754925447833
"CD3G",19.5734235231076,0.147975479657717,0.490604964013574,0.30161839058282,0.762942986892327,NA
"CD4",13.8037714318532,-0.135680736938696,0.497490577752184,-0.272730264664999,0.785060568477914,NA
"CD40",243.112657803266,-0.360852871158609,0.35582783086151,-1.01412211148558,0.310524488365055,0.462615631347399
"CD44",3319.67410135267,-0.132083727456439,0.299433801783417,-0.441111613551152,0.659132196262762,0.766304757634219
"CD46",922.536026931335,-0.911657001252648,0.309431418089602,-2.9462328256165,0.00321670175021881,0.0225963152020307
"CD47",398.06543709968,-1.20909181573928,0.321962093753033,-3.75538561588164,0.000173074792993373,0.00472579061636062
"CD55",949.086618051969,-0.820747254182866,0.411215382834777,-1.99590601043404,0.0459441543690186,0.124415487597727
"CD58",170.911089643929,-0.736905391076008,0.356274193743999,-2.06836589350479,0.0386056298371759,0.11065795882391
"CD59",1365.66635658809,-0.81583315161601,0.331836605136583,-2.45853874764725,0.0139503721622366,0.0560377872991221
"CD63",1812.96834478138,-1.09829476548891,0.306826867091557,-3.57952605617545,0.000344217927254614,0.00679753695688447
"CD74",11.6638737916994,-0.0558865203977628,0.500664442050691,-0.111624704500393,0.911120983077518,NA
"CD81",1314.88315806404,0.164208968873766,0.303500188575311,0.541050632108649,0.588472684332509,0.711747373966954
"CD81-AS1",15.1059228885691,1.87223858363063,0.50069306448109,3.73929402351716,0.000184537784297033,NA
"CD82",59.0184379137242,-0.228242197133423,0.427436390974,-0.533979328744862,0.593355835795291,0.715288979873341
"CD83",364.157070591353,1.41942434369688,0.322327714268281,4.40366831911777,1.06435632346732e-05,0.000953157138344229
"CD84",28.793268172544,0.435898875308621,0.452742273538777,0.96279693941875,0.335649436958516,NA
"CD9",1602.58817224695,-0.850474119471609,0.304478055990544,-2.79321975012223,0.00521862266926508,0.03026706607908
"CD96",14.4456211855421,-0.0462906808385304,0.497515422331535,-0.093043710326799,0.925868835994047,NA
"CD99",281.684086493502,-0.563261279591,0.334909954333156,-1.68182901792966,0.092602000073685,0.20195184144135
"CD99L2",118.587680763644,-0.532088774020965,0.355662688298643,-1.49604890118297,0.134640912385571,0.260612382710039
"CD99P1",63.1751079410709,0.0744943867782095,0.396802323100382,0.187736770783381,0.851083003826108,0.905079633532398
"CDA",51.426827879997,0.261976205585959,0.413492942030236,0.633568747992808,0.526362301705522,0.661101965049129
"CDADC1",54.5617025170044,-0.227670722847252,0.428110799999851,-0.531803268797075,0.594862258568793,0.716406087258076
"CDAN1",301.457242688644,-0.52948260677592,0.319413573000499,-1.65767096808717,0.097383896729753,0.208532998337527
"CDC123",1029.17422560226,-1.01114193002581,0.341537303296072,-2.96056073602381,0.00307079567117433,0.0218834776655862
"CDC14A",137.661109008753,-0.320794196612423,0.363987061967875,-0.881334064123237,0.378137034003812,0.52951589474607
"CDC14B",357.207496511345,-0.537800682440649,0.328101891981452,-1.63912703822827,0.10118680503981,0.213801221218221
"CDC16",409.831017965267,-0.471043215566204,0.331145476264827,-1.42246610426137,0.154890984757744,0.286679281804838
"CDC20",3196.27819435196,-0.50214945204308,0.327454431012882,-1.5334941429555,0.125154148675296,0.247716233065818
"CDC20B",12.1564465853937,0.0734787149181379,0.50280681004525,0.146137071833862,0.883813181459487,NA
"CDC20P1",71.4629458317716,-0.506490848954952,0.392530433294822,-1.2903224972993,0.196938708878062,0.337255563772729
"CDC23",672.427195897425,-1.0630580371573,0.314002827233515,-3.38550466734089,0.000710475012965011,0.0098853615545297
"CDC25A",572.726060742728,-0.498754483271604,0.332238496919018,-1.5011941358294,0.133305356273194,0.259019585808096
"CDC25B",1386.38718993482,0.30820005236571,0.310803148038724,0.991624616129404,0.321380676604447,0.473492975678388
"CDC25C",259.284392060398,-0.745344976820585,0.333499253003574,-2.23492247766024,0.0254224385975835,0.083305974585633
"CDC26",143.423691033204,-1.04984038084361,0.351977078594357,-2.98269530799055,0.00285722283031609,0.0210410464431578
"CDC27",2311.41204099814,-1.27363191568624,0.317068922408159,-4.01689293927933,5.89704980985484e-05,0.00267877582005887
"CDC34",1229.70125594435,-0.441683543691421,0.307524591329889,-1.43625438792183,0.150929967898944,0.282368030520654
"CDC37",3456.04486560223,-0.547212689058965,0.308612637263969,-1.77313765862061,0.0762058991535133,0.176828137954921
"CDC37L1",403.271874395637,-0.719307083912556,0.322219982060185,-2.23234784917281,0.0255919817114331,0.0836475032661084
"CDC37L1-AS1",13.7800898246103,-0.182918277255461,0.500146168930966,-0.365729637890535,0.71456682819673,NA
"CDC40",756.662060437519,-1.21349991493175,0.323430648930455,-3.75196326923451,0.000175455174743619,0.00473577661395308
"CDC42",2892.71210201151,-1.37962298926702,0.309289142726531,-4.46062534593029,8.17208449661163e-06,0.000811253597392314
"CDC42-IT1",17.2077412264705,-0.0857244626634388,0.487867390694852,-0.175712630723985,0.860519711815655,NA
"CDC42BPA",2701.07512072849,-0.612670102273803,0.308370720276532,-1.98679726053236,0.0469448683340258,0.126297475606205
"CDC42BPB",1163.87341418663,0.0491302065599123,0.309664276276913,0.158656358914253,0.873939623105303,0.919323035415625
"CDC42BPG",448.082625527935,0.618561628979499,0.321872923901222,1.92175726209679,0.0546363082868047,0.139766792633004
"CDC42EP1",1572.54208583753,0.252324878638229,0.380485388148112,0.663165752215447,0.507224403015362,0.645100377894004
"CDC42EP2",312.032620177226,0.373114862079356,0.322860135210612,1.15565479100094,0.247822387046665,0.396949779677248
"CDC42EP3",871.107140083828,-0.478946896645626,0.361412810989971,-1.32520730334298,0.18510240370509,0.323783824866465
"CDC42EP4",780.159619985808,-0.0488984786462833,0.319769708975656,-0.152917794505689,0.878463102964108,0.922778976011678
"CDC42SE1",632.977958101204,-0.772138525676008,0.322648409627262,-2.39312670584063,0.0167054709221679,0.0629762321546311
"CDC42SE2",880.728042148584,-1.32812141334436,0.319224351826742,-4.1604639675647,3.17601724067022e-05,0.00191343808040631
"CDC45",424.632311983803,-0.472318515477576,0.384116635602938,-1.22962265025619,0.218838444120267,0.363812166091671
"CDC5L",1358.90849957646,-1.03236989543372,0.31255385043382,-3.30301448534647,0.000956514467408084,0.0115666895841623
"CDC6",1763.42294940085,-0.629120826374206,0.303481125246968,-2.07301467549996,0.0381709138092966,0.109863137315381
"CDC7",387.563698025909,-1.0722189469856,0.32924945501469,-3.25655496358455,0.00112773094403953,0.0124823608131787
"CDC73",542.40437374553,-0.190969498708701,0.32914906718136,-0.580191523384988,0.561785469282808,0.690027308616501
"CDCA2",1220.73266902248,-1.01273546312768,0.32968875530026,-3.07179255235849,0.00212777543573423,0.017756732829704
"CDCA3",501.069668895214,-0.383598219109054,0.358084805372991,-1.07124964073661,0.284057196619774,0.435436492687674
"CDCA4",1352.87037557607,-0.796291335644328,0.301466249718023,-2.6413946383356,0.0082565483519465,0.0405574830053805
"CDCA5",1349.00002215024,-0.77666840338803,0.334421252147267,-2.32242537937157,0.0202100421028278,0.0716726112347861
"CDCA7",445.263089647145,-0.710576048444132,0.328284447547089,-2.16451328643038,0.0304249780176064,0.0943399650314334
"CDCA7L",1060.69956364064,-0.909080178888772,0.340633943598266,-2.66878916788432,0.00761252182912248,0.0386681792142407
"CDCA8",626.240831622846,-0.107358778447548,0.309010629043826,-0.347427461572275,0.728270205366087,0.818952252363725
"CDCP1",5877.70271370593,-0.392395480963184,0.503400160318971,-0.779490178776562,0.435691020733237,0.582103204122048
"CDH1",716.909069394039,-0.854472544843231,0.319575496967332,-2.67377365584001,0.00750030547192135,0.0382696144546015
"CDH13",11.6555314117788,0.399714812333746,0.502282239789218,0.795797224487741,0.426149905232193,NA
"CDH15",36.7025805784371,0.349212135850854,0.441869029869331,0.790306883363431,0.429348567849462,0.576516603089033
"CDH22",23.1884450165341,0.147709378392758,0.470399821636778,0.314008151361106,0.753514847779801,NA
"CDH24",265.284851049793,0.409523837332291,0.320666654656631,1.27710141165382,0.201566446562689,0.342705777307726
"CDH3",1896.14988622294,-0.827640839870103,0.311392380504567,-2.65787119944627,0.00786359395926386,0.0393523961339563
"CDH7",12.4566247112149,0.597769244925993,0.500572998398612,1.19416997488543,0.232411485479628,NA
"CDH8",11.6093982646258,0.41130068539781,0.501672980781915,0.81985815691479,0.412296972747026,NA
"CDHR2",16.6384674296788,-0.275070114204037,0.488415891509453,-0.563188297075942,0.573306671055855,NA
"CDHR3",98.5462260095162,0.164031917325604,0.377816324942212,0.434157834102836,0.664173830384199,0.77034780109592
"CDHR5",22.5439966263752,1.04799561000382,0.475710649129281,2.20301061563794,0.0275940004376344,NA
"CDIP1",85.5670865006771,-0.144385230663511,0.38490040961567,-0.375123608747733,0.707568539700378,0.803433473967285
"CDIPT",683.781395276343,-0.819214718025816,0.313823570489053,-2.61043081228468,0.0090428261918229,0.042652829544193
"CDK1",1814.15351118944,-0.986853836752207,0.343029336629561,-2.87687883038971,0.00401629784445917,0.0256573946517581
"CDK10",786.126810448405,0.167101868170753,0.298531909383278,0.559745417218416,0.575653098846037,0.700809352963432
"CDK11A",71.8096290931881,0.616479375378314,0.390658780263818,1.5780507351249,0.114553954689297,0.23353648403152
"CDK11B",182.840480800692,0.0158539529801306,0.341464977173453,0.0464292212670387,0.962968146417277,0.97634368811291
"CDK12",1755.84224914631,-0.402638610088533,0.297640627209681,-1.3527676441996,0.176129872462574,0.31257194384087
"CDK13",1175.93820711541,-0.153407828468234,0.338803573854161,-0.452792828372787,0.650697928233303,0.760067866239356
"CDK14",165.699558611869,-0.934423409380414,0.356043307371376,-2.62446559178193,0.00867850608332284,0.0416842585668535
"CDK16",1240.42828337723,-0.0687583793709695,0.300639765248985,-0.228706868880186,0.819096755689275,0.884190912448037
"CDK17",572.899993933352,-0.768381026623116,0.326405970675455,-2.35406547568064,0.0185693399003504,0.0674782657525869
"CDK18",105.299263034853,0.302209777197959,0.36388723534082,0.830503924972545,0.406253929625331,0.555465281099934
"CDK19",297.955525645046,-0.709130207101768,0.367829142178704,-1.92787934882345,0.0538701349726697,0.138486239238549
"CDK2",798.061930893659,-0.959553126903814,0.325832002604074,-2.94493210990631,0.0032302553352404,0.0226170857425306
"CDK20",61.6284748490594,-0.749428347074603,0.402368172172778,-1.86254380665277,0.0625264766693767,0.153475159901281
"CDK2AP1",1107.52912512179,-0.732763926898545,0.312623926526134,-2.34391505167564,0.0190825170824691,0.0687013533196792
"CDK2AP2",401.813318876975,-0.00944151303819055,0.345780232457332,-0.0273049531232402,0.978216506321762,0.985760196723047
"CDK4",1130.70316720452,-0.667239433618122,0.323829322438247,-2.06046638579298,0.039353976146387,0.112292116428394
"CDK5",197.049118800124,-0.80817507520795,0.407272714765492,-1.98435850453006,0.0472158884280724,0.126760307591173
"CDK5R1",129.698648670326,0.0167854522960301,0.35374058349705,0.0474513049367717,0.962153539614853,0.975831433282352
"CDK5RAP1",466.817396410484,-0.608151055572348,0.332792024161021,-1.82742076558329,0.0676365294815073,0.161776876455021
"CDK5RAP2",797.493458231716,-0.349498304466276,0.300789956466213,-1.16193475531,0.24526196823168,0.393833826354219
"CDK5RAP3",713.69487040238,-0.047289352597196,0.305440424606642,-0.154823490237408,0.876960471969991,0.921626026932931
"CDK6",1727.82966092089,-1.13428103907521,0.358559920995737,-3.16343509872845,0.00155919112320659,0.0148563999432914
"CDK7",667.92947874778,-0.892528280999999,0.317934595351673,-2.80727009280874,0.00499633303848205,0.0294581219570908
"CDK8",482.872420697843,-0.797612619187118,0.315829470536444,-2.52545342849847,0.0115549095456742,0.0494385296111501
"CDK9",554.831623943243,-0.117357573465122,0.307916342322885,-0.381134604872837,0.703103370868849,0.800295669115593
"CDKAL1",398.255339854165,-0.36846365874407,0.31143814191745,-1.18310383074959,0.236767999844615,0.384875730643582
"CDKL1",36.6759297462037,-0.142265016005035,0.433273332589644,-0.328349347407853,0.742647536639948,0.829954072817799
"CDKL2",16.1096784060486,-0.27745230962872,0.489380185280883,-0.566946349635048,0.57075063256953,NA
"CDKL3",20.3254390279879,0.197664610146738,0.492980570340436,0.400958216284746,0.688450887233879,NA
"CDKL5",149.37835895462,-0.607201953652364,0.357160524555501,-1.7000813693172,0.0891156211572185,0.196523961518743
